name,cgpa
oaa,6.030000
oam,9.130000
oao,7.000000
oar,7.820000
oaw,6.380000
oag,8.090000
oak,7.730000
oaq,8.720000
oat,5.180000
nzn,6.760000
nzq,8.810000
nyo,9.400000
nyp,5.940000
nyv,7.920000
nyy,6.970000
nza,6.320000
nze,8.980000
nzf,6.390000
nzg,5.590000
nzj,8.280000
nzk,6.000000
nzo,8.840000
nxl,7.810000
nxm,8.470000
nxt,7.630000
nxx,9.810000
nyh,9.770000
nxy,6.760000
nxz,5.280000
nye,5.930000
nyl,7.410000
nym,6.020000
nyb,9.410000
nyj,7.550000
nwq,5.230000
nwr,9.320000
nwz,5.210000
nwe,7.580000
nwi,7.010000
nwk,5.610000
nxa,9.800000
nxb,8.990000
nxc,5.600000
nxe,8.600000
nxf,9.080000
nxg,5.060000
nsq,9.240000
nvm,6.060000
nvp,9.610000
nvt,7.900000
nvu,6.560000
nva,7.580000
nve,6.610000
nvg,5.770000
nvi,7.060000
nvj,7.750000
nvn,6.350000
nvq,9.670000
nvr,6.050000
nvs,9.980000
nwa,9.370000
nty,5.980000
nug,6.210000
nut,9.930000
ntv,9.320000
ntz,8.330000
nub,9.390000
nui,8.120000
nus,9.570000
nul,7.370000
nuo,5.520000
nup,6.890000
nur,9.680000
nso,6.840000
nsp,7.100000
nqh,8.300000
ntq,6.270000
nsz,9.360000
nta,10.000000
ntb,6.260000
ntc,5.400000
nte,9.170000
ntj,9.750000
ntl,8.540000
nto,5.820000
ntp,7.520000
nrj,5.190000
nrw,7.390000
nry,7.460000
nrr,5.300000
nrt,7.010000
nru,6.360000
nrx,8.490000
nsa,7.070000
nse,7.240000
nrz,9.470000
nsc,9.960000
nsh,6.060000
nsj,8.820000
nsk,8.540000
nsl,5.850000
nqe,5.740000
nqg,8.540000
nqj,5.480000
nqk,6.040000
nqn,5.210000
nqr,9.870000
nqt,9.320000
nqu,5.530000
nrf,9.170000
nqv,9.200000
nqy,7.250000
npp,8.310000
nps,6.140000
npt,9.420000
npw,6.800000
npx,7.850000
npd,6.820000
npg,7.280000
npi,9.610000
npj,6.100000
npl,8.700000
npq,9.830000
nnv,8.160000
nnz,5.730000
nod,5.130000
noi,8.660000
non,7.030000
nor,6.600000
nnx,9.090000
nog,6.540000
noj,5.400000
nom,9.730000
nop,8.830000
not,8.000000
nov,5.190000
noy,7.120000
nms,7.510000
nmv,8.000000
nne,6.410000
nmr,7.710000
nnd,7.800000
nng,8.010000
nnq,7.600000
nnh,9.540000
nnp,5.250000
nns,5.760000
nlz,8.090000
nmd,9.340000
nmj,7.640000
nln,7.640000
nlo,9.390000
nls,6.530000
nlu,8.380000
nlw,6.400000
nme,8.130000
nmf,5.640000
nmg,8.790000
nmh,7.900000
nmm,9.290000
nmn,7.940000
nkg,5.350000
nku,9.530000
nkx,9.260000
nkz,5.110000
nlb,6.870000
nkh,6.780000
nkj,8.190000
nkk,7.470000
nkm,8.120000
nkn,6.050000
nko,7.280000
nkv,8.240000
nla,6.250000
nld,6.370000
nlh,8.860000
nja,6.380000
njc,7.260000
ngx,8.030000
njk,6.180000
njl,9.240000
njr,6.070000
njy,9.610000
njj,9.320000
njp,7.510000
njq,8.690000
njs,7.420000
njx,9.790000
njz,7.130000
nhx,8.930000
nhz,6.310000
nib,8.690000
nie,9.160000
nik,6.750000
nir,9.880000
niu,9.010000
niv,5.060000
nia,9.550000
nic,5.870000
nih,5.400000
nin,5.620000
nit,7.530000
ngr,8.100000
ngt,8.750000
ngv,7.690000
ngw,6.540000
nho,9.810000
ngs,5.500000
neo,8.940000
nhb,8.580000
nhh,9.110000
nhi,8.250000
nhj,9.450000
nhk,5.060000
nhl,5.010000
nhr,6.660000
nhs,5.920000
nhu,6.480000
nfv,8.070000
nfm,7.120000
ngi,8.700000
nfo,8.340000
nfp,7.840000
nfx,7.920000
nfy,9.340000
ngf,5.670000
ngj,6.950000
ngl,8.070000
ngo,6.330000
nem,8.480000
ncf,8.390000
net,6.320000
new,6.890000
nfk,7.560000
nep,7.500000
nev,6.830000
nex,6.560000
ney,9.020000
nfa,9.390000
nfe,5.540000
nfd,6.880000
nfg,7.500000
nfh,6.760000
ndd,9.350000
nde,5.510000
ndi,6.700000
ndk,6.480000
ndm,8.180000
ndn,6.150000
ndp,9.510000
nds,5.880000
ndv,6.190000
ndx,7.520000
nec,9.790000
nee,5.590000
ndy,6.040000
nea,9.310000
nef,9.240000
ncz,5.000000
ncg,9.390000
ncm,9.320000
ncq,6.740000
ncs,7.300000
ncw,7.190000
ncx,9.780000
ncy,9.270000
nda,5.430000
nat,6.080000
nax,6.800000
nay,7.140000
nba,5.450000
nbe,8.490000
nar,9.430000
nau,8.360000
nav,8.450000
naw,7.670000
nbh,7.060000
nbj,8.220000
nbm,8.380000
nbn,6.130000
nad,9.270000
nam,5.330000
mzo,6.850000
nah,8.560000
mzr,6.460000
nac,7.890000
nak,6.840000
naa,5.710000
nae,7.110000
nal,6.270000
naq,8.110000
myo,8.760000
myq,7.890000
mzk,5.530000
myh,9.420000
myj,7.870000
myp,8.250000
mys,5.910000
myt,7.380000
mza,9.780000
mzh,6.620000
myz,7.580000
mxd,7.480000
mxj,5.400000
mxe,7.440000
mxh,6.100000
mxi,9.640000
mxk,5.930000
mxx,6.050000
mxz,5.940000
mve,9.730000
mxo,7.810000
mxq,7.070000
mxu,8.100000
mya,6.240000
myf,7.130000
mvz,7.280000
mwb,5.470000
mwj,9.500000
mxb,8.330000
mvy,9.550000
mwa,9.050000
mwc,6.190000
mwe,7.030000
mwm,6.990000
mwn,5.100000
mws,5.040000
mwv,6.650000
mut,7.240000
muy,8.220000
mvj,5.410000
mvk,7.760000
mvv,6.140000
muz,8.490000
mvh,9.590000
mvp,5.390000
mtx,5.980000
mtz,5.540000
mub,5.270000
muc,5.730000
mtq,8.540000
mts,8.310000
mup,6.840000
mtt,9.080000
mua,8.490000
mue,9.630000
muj,9.690000
muk,7.040000
muq,5.860000
msp,9.110000
mqm,8.710000
msy,9.650000
msz,7.890000
mta,8.250000
mtc,7.830000
mti,7.800000
mtm,8.350000
msi,5.960000
msm,7.630000
mtf,6.170000
mrf,5.220000
mrd,8.450000
mru,5.490000
mrv,8.940000
mrw,7.920000
msa,9.460000
mse,7.380000
mrh,9.530000
mri,7.290000
mrj,9.030000
mrs,8.510000
msc,7.170000
mqk,6.150000
mqo,7.160000
mqw,9.090000
mqy,6.990000
mpy,7.990000
mqb,6.520000
mqd,9.030000
mqi,6.370000
mqe,5.460000
mqf,7.680000
mqg,8.360000
mql,7.470000
mqt,8.270000
mqu,7.510000
mqz,8.930000
mra,5.060000
mot,5.300000
mow,8.070000
mou,9.100000
mpo,7.310000
mps,5.460000
mov,5.400000
mox,6.940000
mpa,9.500000
mpg,7.230000
mpk,6.930000
mpn,8.500000
mpp,5.010000
mpq,6.380000
mpr,8.460000
mpv,8.200000
mpw,6.620000
mno,5.390000
mnx,8.960000
mny,7.850000
moa,5.600000
moi,7.600000
mnq,5.030000
moe,6.480000
mnr,6.950000
mnt,7.690000
mnu,9.030000
mnw,9.420000
mnz,8.620000
mog,7.920000
moj,6.480000
mol,9.880000
mop,8.440000
mor,8.990000
mos,6.780000
mmk,8.490000
mmm,9.800000
mmo,9.520000
mmp,6.080000
mnd,7.370000
mng,9.960000
mmv,6.810000
mna,5.110000
mnf,8.780000
mlh,9.820000
mma,9.380000
mmi,9.190000
mlg,5.510000
mlx,9.850000
mlk,9.570000
mln,9.410000
mlp,8.320000
mlq,9.020000
mjl,8.840000
mmg,9.210000
mmh,6.430000
mkc,5.870000
mke,5.030000
mkh,7.550000
mkm,9.720000
mko,6.920000
mkq,5.710000
mkw,9.390000
mld,6.270000
mjz,8.090000
mkd,8.690000
mkf,8.210000
mkg,8.450000
mki,6.840000
mkj,7.770000
mkk,7.290000
mkt,7.510000
mks,6.540000
mku,8.540000
mky,6.060000
mlc,6.810000
miy,8.010000
mjb,9.440000
mje,8.730000
mjq,5.870000
miu,8.560000
mjc,5.350000
mjd,5.380000
mjg,8.490000
mji,6.420000
mjj,5.930000
mjr,8.050000
mhc,9.880000
mjp,5.870000
mjx,9.580000
mjn,6.490000
mju,5.780000
mjw,6.350000
mio,7.060000
mhq,9.710000
mhr,6.220000
mhs,7.990000
mht,8.710000
mhv,8.310000
mhy,8.570000
mhz,9.730000
mif,8.230000
mil,9.050000
min,8.390000
mij,9.990000
mir,7.250000
mgx,8.890000
met,8.280000
mhg,8.900000
mhh,8.750000
mhl,9.630000
mgl,9.770000
mgo,5.690000
mgt,9.160000
mgp,8.070000
mgv,8.730000
mgy,6.080000
mhf,6.360000
mho,8.930000
mft,7.220000
mfy,7.630000
mfz,5.610000
mgb,7.260000
mgd,7.770000
mff,9.500000
mfg,5.010000
mfw,8.900000
mfx,5.810000
mge,8.550000
mgh,7.410000
mgi,9.160000
mgj,5.670000
meg,9.940000
meh,7.950000
mej,6.420000
mel,5.090000
men,7.800000
meq,6.530000
mer,6.370000
mck,8.430000
mev,6.280000
mey,8.820000
mez,5.170000
mfd,5.440000
mcw,9.980000
mcx,9.750000
mcz,7.580000
mdd,5.790000
mdm,5.190000
mdq,8.740000
mdv,9.700000
mde,5.390000
mdf,7.640000
mdk,8.260000
mdl,7.570000
mdn,9.060000
mdt,6.190000
mdu,8.430000
mdz,9.080000
mbq,8.720000
mbu,7.960000
mcd,5.340000
mcf,6.870000
mch,9.090000
mcm,9.530000
mcn,7.400000
mco,6.820000
mcr,6.260000
mcb,6.390000
mci,8.460000
mcj,6.560000
mal,6.870000
mat,7.130000
mau,8.700000
mav,9.660000
maw,9.010000
mbe,8.930000
mbf,6.890000
mbj,5.800000
mbp,5.230000
mam,6.060000
max,5.850000
mbh,8.360000
mbl,8.940000
mbm,8.250000
mbn,5.430000
lzp,7.240000
lzr,7.490000
lzu,8.820000
lxs,9.300000
mag,6.680000
maj,7.960000
lyf,6.960000
lyk,8.780000
lyn,8.800000
lyp,5.840000
lyc,8.140000
lyd,9.970000
lyi,5.620000
lym,8.730000
lyu,7.810000
lyw,8.820000
lyx,6.020000
lxk,6.530000
lxo,6.270000
lxt,7.150000
lxu,6.100000
lww,5.820000
lwy,6.850000
lxd,7.640000
lxh,7.160000
lxi,8.130000
lxj,7.550000
lxl,9.860000
lxv,7.960000
lvv,7.020000
lvw,8.480000
lvx,6.720000
lwc,5.740000
lwd,9.690000
lwf,5.420000
lwh,5.530000
lwk,5.480000
lwm,5.160000
lwn,9.980000
lwq,6.940000
lun,9.880000
lup,9.140000
luv,6.710000
luy,9.470000
lvd,5.590000
lta,8.480000
lvm,9.760000
lus,6.010000
luu,9.230000
luw,5.300000
luz,9.020000
lvf,8.620000
lvk,8.500000
lvn,7.310000
lvq,7.790000
ltn,8.340000
lto,9.220000
ltp,7.930000
lts,6.660000
ltu,8.610000
ltx,7.470000
ltz,7.080000
lua,7.920000
lud,8.800000
luf,5.830000
lui,6.250000
ltk,6.760000
ltl,7.770000
ltm,8.530000
ltr,5.230000
ltv,6.410000
lub,8.490000
lue,9.500000
lug,6.900000
luh,9.280000
lsc,7.860000
lsf,7.670000
lsj,9.900000
lsx,5.520000
lqr,8.350000
ltd,8.250000
lsi,5.100000
lss,7.440000
lsw,9.610000
lsz,6.380000
lqy,7.260000
lqz,6.950000
lra,5.460000
lrl,8.320000
lrb,9.730000
lre,8.680000
lrf,8.380000
lrh,6.800000
lrr,8.180000
lsb,6.050000
lrq,8.210000
lsa,6.860000
lpw,9.030000
lpx,7.160000
lqn,8.910000
lqa,8.290000
lqd,7.020000
lqg,6.610000
lqh,6.440000
lqj,9.630000
lqk,5.370000
loi,9.490000
lqu,8.600000
lop,8.920000
lpc,8.350000
lpm,5.020000
lpq,6.480000
lon,7.880000
lph,9.810000
loo,7.920000
lov,9.100000
low,8.830000
lox,5.900000
lpj,7.290000
lnk,5.990000
lnt,6.130000
lny,9.960000
lnz,5.590000
lob,9.690000
loc,6.250000
lni,6.380000
lns,7.230000
lnq,5.060000
lnr,9.890000
log,5.980000
loe,8.180000
lof,7.190000
loh,7.490000
lmd,6.050000
lmm,9.980000
lmp,5.100000
lmt,8.310000
lna,9.160000
lmf,9.860000
lmg,8.120000
lmi,7.580000
lmq,5.550000
lmw,7.570000
lmz,6.300000
lnh,8.110000
llk,8.270000
llp,8.020000
lky,9.730000
lkz,9.620000
llc,6.000000
llg,7.490000
llm,6.730000
llj,8.660000
lln,7.950000
llo,6.520000
lju,8.140000
ljv,6.310000
ljt,6.740000
ljz,9.150000
lkb,7.640000
lkc,7.390000
lke,7.230000
lkk,8.530000
lkl,5.010000
lkn,9.890000
lkq,9.320000
lkv,7.080000
lis,6.380000
lit,8.500000
liy,6.760000
lji,5.540000
ljn,6.860000
ljr,5.100000
ljs,5.270000
liu,5.840000
liv,7.070000
ljd,8.240000
ljg,8.140000
ljh,5.330000
lih,9.370000
lhj,8.170000
lhk,9.470000
lhm,8.350000
lhn,5.710000
lhp,5.780000
lhs,9.090000
lie,8.570000
lii,5.920000
lin,6.980000
lhq,8.670000
lht,8.600000
lhv,8.490000
lhw,6.060000
lhz,7.360000
lic,9.540000
lig,5.790000
lgf,7.790000
lgg,7.050000
lgj,8.740000
lgr,5.370000
lha,7.220000
lgh,6.810000
lgk,8.110000
lgm,9.850000
lgo,6.990000
lgt,6.790000
lgv,7.200000
lhb,7.890000
lhd,6.990000
lez,5.920000
lfz,8.260000
lff,7.740000
lfg,8.670000
lfr,5.620000
lfx,9.500000
lfj,8.930000
lfk,9.860000
lfm,8.950000
lfp,7.510000
lgc,6.950000
ldu,6.750000
ldv,7.760000
ldw,8.600000
leb,9.680000
led,9.590000
leo,5.080000
lep,7.790000
let,5.870000
lcp,8.990000
ldl,5.610000
ldm,7.210000
lag,9.470000
lcq,8.020000
lcs,6.480000
lcx,8.690000
ldb,8.590000
ldk,5.630000
lcr,7.590000
lcu,6.740000
lcy,5.380000
ldc,7.940000
ldf,5.100000
ldg,9.250000
ldi,8.110000
ldn,5.240000
ldo,8.210000
lbn,9.040000
lbv,5.180000
lbk,6.010000
lbm,9.250000
lbr,5.810000
lbs,8.850000
lbt,5.590000
lbw,6.100000
lcd,7.820000
lcj,5.960000
lcn,6.020000
lap,9.220000
las,8.690000
lat,9.910000
lbc,8.400000
laf,6.480000
lak,5.790000
lal,9.350000
lan,7.460000
lao,8.570000
lar,5.200000
lav,6.640000
lax,9.530000
lbd,8.280000
lbe,9.870000
lbh,5.480000
kzk,9.030000
kzn,9.130000
kzd,9.360000
kze,8.470000
kzf,7.200000
kzg,6.210000
kzm,8.490000
kzh,5.470000
kzj,9.470000
laa,9.790000
kzo,6.080000
kzt,5.400000
kzv,6.710000
kzx,6.370000
kzy,5.850000
kvo,8.500000
kyb,9.350000
kye,9.010000
kyf,9.300000
kys,7.030000
kyw,5.060000
kxz,7.990000
kya,5.880000
kyd,6.120000
kyj,8.630000
kyl,6.350000
kyn,7.190000
kyr,7.190000
kyv,9.080000
kyz,5.410000
kwu,9.150000
kwy,9.400000
kxi,5.430000
kxp,9.600000
kxr,8.700000
kxs,7.910000
kws,6.910000
kxd,8.270000
kwz,5.570000
kxl,6.320000
kxt,5.550000
kvt,5.160000
kvy,5.470000
kvz,6.710000
kwk,6.170000
kwp,6.850000
kvm,7.360000
kvr,9.780000
kvs,8.390000
kvw,8.540000
kwc,9.300000
kwh,7.100000
kum,7.190000
kvh,7.450000
kug,8.330000
kuh,7.980000
kup,8.670000
kus,5.980000
kvj,8.540000
kur,7.260000
kvc,9.240000
kve,7.660000
kvf,5.420000
kvg,8.130000
ktx,7.860000
kty,9.730000
ktc,6.450000
ktd,9.890000
kte,7.570000
kqw,8.830000
kti,9.320000
ktl,7.090000
ktm,7.000000
ktt,9.930000
ktz,5.770000
kuf,7.000000
ksi,9.900000
ksn,7.190000
kso,5.760000
ksw,9.380000
ksy,8.250000
ksa,6.650000
ksc,7.050000
kse,5.660000
ksh,6.280000
ksu,6.310000
ksx,9.270000
ksz,7.160000
kqs,6.720000
krn,7.620000
krr,7.230000
kqr,6.610000
kon,9.020000
krt,5.240000
kqy,5.270000
krf,7.260000
krh,6.940000
krk,9.810000
krm,5.690000
kru,5.170000
kpn,6.880000
kpo,6.700000
kqk,7.180000
kqn,8.450000
kpp,7.030000
kqh,6.510000
kpv,9.250000
kpx,5.730000
kqd,7.840000
kpz,8.800000
kqe,8.200000
koi,9.690000
kok,5.080000
kme,8.880000
kor,5.480000
koy,9.550000
kpc,5.030000
kpf,5.740000
kpg,7.980000
koo,7.020000
koq,7.580000
kpl,9.020000
kos,6.110000
kou,6.620000
kox,5.370000
knh,6.710000
knn,5.080000
knk,7.390000
knl,7.000000
kno,9.290000
knp,5.260000
knq,9.770000
knr,5.340000
kns,5.630000
knv,9.060000
kob,8.280000
kog,5.390000
kmt,8.710000
kmw,8.150000
kmx,8.240000
kma,6.170000
kmb,8.500000
kml,9.980000
kms,5.970000
kmi,8.330000
kmk,6.600000
kmr,7.150000
klm,9.200000
kks,6.970000
kku,6.840000
kkv,7.360000
kky,8.310000
kle,8.210000
klh,9.340000
klk,6.850000
klg,9.150000
kln,6.100000
klo,6.270000
klv,5.050000
kjn,7.160000
kjp,6.210000
kjr,9.520000
kju,7.050000
kkn,8.010000
kkp,5.740000
kjs,9.490000
kjw,7.430000
kkb,9.520000
kjy,6.680000
kka,7.280000
kkd,7.720000
kke,5.290000
kki,9.220000
kkj,8.680000
kkm,5.100000
kii,5.300000
kij,9.100000
kiu,6.580000
kjd,8.100000
kjg,7.360000
kio,6.510000
kir,5.530000
kit,6.670000
kix,9.330000
kiy,8.210000
kjf,8.730000
kji,6.510000
kjj,6.070000
khh,5.560000
khk,7.440000
khr,9.190000
khw,5.030000
kid,8.990000
kgc,6.780000
kgh,6.950000
kgn,6.630000
kgq,7.170000
kgw,9.800000
kge,6.800000
kgj,5.350000
kgv,6.250000
khb,7.240000
khc,6.780000
keu,7.620000
kfu,8.950000
kew,7.110000
kez,6.940000
kfa,5.440000
kfc,6.400000
kcu,8.900000
kfm,7.590000
kfp,5.010000
kfv,5.050000
kfw,6.860000
kfx,7.080000
kfn,8.590000
kdt,8.220000
ken,8.090000
kea,9.580000
keh,8.910000
kem,9.880000
keo,5.440000
keq,7.850000
kcn,9.200000
kcq,9.120000
kcp,7.570000
kcs,7.910000
kde,10.000000
kcv,7.600000
kcx,5.230000
kda,6.670000
kdn,8.810000
kdc,7.390000
kdg,8.620000
kbh,6.200000
kbu,7.850000
kcb,6.170000
kce,8.010000
kbe,8.700000
kbk,8.240000
kbl,6.240000
kbo,7.030000
kbp,6.330000
kbq,5.470000
kbr,9.560000
kbs,5.900000
kby,8.700000
kca,7.410000
kcf,9.720000
kcg,7.800000
kam,9.410000
kau,5.570000
kay,5.130000
kbc,7.820000
kab,5.070000
kae,8.340000
kah,8.100000
kat,9.910000
jyc,9.680000
kao,9.190000
kap,7.030000
jyv,9.940000
jzu,7.980000
jyw,5.330000
jyy,8.910000
jyz,7.030000
jze,7.870000
jzj,9.120000
jzt,5.650000
jzg,9.330000
jzh,9.280000
jzy,7.060000
jzl,8.620000
jzn,5.900000
jzq,6.160000
jzw,9.290000
jxr,7.350000
jyi,5.380000
jyn,5.450000
jxq,6.750000
jxz,6.420000
jya,6.750000
jyf,9.120000
jxw,6.790000
jyk,8.480000
jys,6.730000
jym,5.650000
jyq,7.280000
jxk,8.630000
jwn,9.200000
jwr,6.760000
jwt,6.170000
jwu,5.900000
jwx,9.630000
jxj,6.800000
jxl,8.040000
jxn,9.520000
jwz,6.680000
jxi,5.660000
jvf,7.030000
jvs,7.210000
jvg,6.630000
jvh,9.230000
jvl,6.510000
jvn,9.590000
jvo,7.470000
jvx,5.890000
jvu,7.430000
jwh,9.760000
jwa,5.970000
jwc,5.230000
jue,9.240000
jug,7.990000
jut,5.660000
juw,5.490000
jvc,8.530000
jvd,7.410000
jub,7.320000
jud,7.690000
jui,9.040000
juj,6.520000
juk,8.690000
jul,9.420000
jva,8.700000
jun,7.120000
juq,9.890000
jur,5.130000
jus,7.760000
jve,8.850000
jte,9.250000
jtt,9.490000
jtc,9.200000
jtf,9.010000
jrb,8.440000
jts,5.320000
jtu,5.070000
jth,7.100000
jtr,9.990000
jtv,7.920000
jtx,5.070000
jsa,8.960000
jsd,7.680000
jrs,9.740000
jrv,8.460000
jsr,8.890000
jry,7.420000
jsk,8.180000
jsn,8.180000
jsq,6.540000
jsu,8.020000
jqm,5.350000
jqr,7.190000
jqu,5.490000
jqv,8.110000
jrp,6.610000
jqw,8.510000
jqx,7.020000
jrc,5.900000
jro,9.300000
jra,5.740000
jrf,5.540000
jrg,6.840000
jph,7.730000
jpq,6.940000
jqd,5.170000
jqg,6.420000
jpj,9.250000
jpk,7.210000
jpl,6.210000
jpn,6.450000
jpp,9.930000
jps,7.740000
jpu,8.090000
jpv,5.360000
jpw,7.290000
jpy,5.200000
jqc,7.880000
jqe,9.910000
joj,5.220000
jop,5.480000
joy,5.070000
joo,8.860000
jmj,8.570000
jov,6.320000
jot,8.910000
jox,9.470000
joz,5.790000
jnd,7.230000
jnf,7.550000
jnn,9.570000
jnr,6.410000
jmy,9.100000
jna,9.920000
jnp,9.360000
jnx,8.670000
jng,8.960000
jni,7.820000
jlx,6.460000
jlz,5.090000
jmb,7.690000
jmc,7.740000
jmd,7.640000
jme,5.990000
jmm,8.580000
jmf,9.480000
jmk,9.880000
jmn,5.230000
jmt,5.820000
jlc,5.420000
jkn,7.620000
jkr,9.230000
jks,6.760000
jkt,6.420000
jkv,6.230000
jkz,9.070000
jlf,5.790000
jll,7.050000
jjk,6.580000
jkj,7.500000
jjl,6.100000
jjs,8.160000
jjp,5.580000
jke,9.370000
jjq,8.220000
jjt,8.820000
jjx,6.810000
jhr,9.280000
jio,6.310000
jiu,5.040000
jiz,5.380000
jjf,7.960000
jic,6.270000
jih,6.610000
jil,6.010000
jim,8.490000
jiw,9.310000
jiy,7.340000
jja,7.710000
jjb,7.440000
jjd,7.500000
jjg,7.940000
jgx,8.770000
jgy,6.730000
jgz,6.620000
jhb,9.080000
jhe,7.110000
jhh,9.970000
jhp,7.400000
jhi,7.860000
jhj,8.430000
jhn,6.220000
jhk,9.890000
jhl,7.520000
jht,5.780000
jhy,7.100000
jfv,6.440000
jgq,8.020000
jfw,6.900000
jfy,8.680000
jfz,6.080000
jgw,8.420000
jgc,8.600000
jge,7.080000
jgh,6.020000
jgo,6.140000
jgp,9.080000
jgr,9.410000
jeo,8.080000
jew,6.800000
jfl,5.610000
jfm,5.510000
jfq,6.600000
jen,8.570000
jes,8.930000
jet,7.870000
jeu,6.120000
jev,8.140000
jez,9.420000
jfc,9.270000
jfe,8.670000
jfg,8.100000
jfn,7.760000
jfp,9.770000
jdx,7.670000
jdi,6.930000
jdl,7.980000
jdp,8.400000
jdj,5.330000
jdm,8.450000
jec,5.720000
jef,9.110000
jdk,5.060000
jdn,9.230000
jds,5.700000
jdy,9.350000
jea,7.920000
jed,7.230000
jeg,9.930000
jei,8.990000
jel,6.830000
jcu,6.440000
jdh,8.900000
jcd,6.770000
jcg,6.510000
jcw,6.680000
jch,5.420000
jcj,9.230000
jck,9.100000
jcl,9.510000
jcn,8.310000
jct,9.210000
jcy,5.690000
jdc,8.390000
jdd,8.270000
jde,9.780000
jbb,9.560000
jbe,9.690000
jbi,7.930000
jbl,6.660000
jbp,9.790000
jay,8.010000
jbd,8.360000
jbf,6.700000
jbj,9.720000
jbm,6.610000
jbr,9.090000
jbs,5.550000
jbu,9.830000
jbv,6.200000
jca,5.700000
izu,9.390000
izx,8.640000
izy,9.630000
izz,5.870000
jak,9.280000
jac,9.770000
jav,9.550000
jaj,7.430000
jao,5.620000
jam,5.090000
jan,8.470000
jap,9.200000
iyh,9.720000
jar,5.000000
jas,6.430000
jat,9.370000
iyo,7.590000
iyr,6.090000
iyu,9.490000
iyw,9.070000
izc,8.500000
izk,5.420000
iyq,7.950000
iys,8.730000
iyz,8.290000
izb,6.160000
izd,9.100000
ize,6.260000
izm,9.340000
izp,7.980000
izq,6.960000
izr,9.330000
izs,7.850000
ixj,9.580000
ixo,8.980000
iya,9.790000
ixp,8.130000
ixq,8.410000
ixr,5.320000
ixs,5.700000
iyb,8.280000
iyk,9.690000
ixv,7.760000
iyd,10.000000
ivy,9.240000
iwe,6.310000
iwg,6.730000
iwj,9.620000
iwm,5.950000
iwo,5.060000
iwq,9.510000
iwt,8.730000
iwu,9.770000
ixd,9.500000
iwx,6.990000
ixa,5.160000
ixf,5.980000
iva,8.250000
ivb,7.170000
ivg,9.170000
ivw,5.760000
ivc,6.180000
ivd,6.440000
ivv,5.090000
ivz,7.700000
itu,6.930000
itv,8.420000
ity,5.310000
iuc,7.120000
iud,8.370000
ium,5.890000
iua,8.640000
iub,5.670000
iun,5.050000
iup,7.480000
iuo,9.670000
iut,6.830000
iuw,9.570000
iux,7.100000
iuy,5.950000
isu,9.440000
isq,5.920000
ist,9.490000
isv,5.460000
isx,8.340000
ith,7.970000
isy,5.790000
ita,7.780000
itc,6.740000
itg,6.850000
itr,6.200000
irn,7.510000
irq,7.450000
isc,6.790000
isg,8.570000
isn,8.900000
irl,9.170000
irx,5.350000
isb,5.260000
isl,6.070000
ism,6.710000
iqi,7.220000
iqn,5.090000
iqx,9.380000
irc,5.570000
iqs,6.880000
iqt,9.670000
iqu,6.650000
iqv,5.290000
ire,6.750000
ira,5.680000
irb,7.980000
irf,6.540000
ipf,7.060000
ipw,6.350000
iqa,7.900000
iqb,6.620000
ipe,8.190000
ipn,7.130000
ipg,7.270000
ipj,7.690000
ipm,6.340000
ipq,7.230000
iqc,9.340000
ipp,6.920000
ipt,8.030000
iqd,9.500000
iqe,8.340000
iob,5.090000
iog,6.610000
ioh,7.050000
ior,9.990000
iow,9.130000
inz,9.030000
iod,7.950000
ioe,8.730000
ioj,9.620000
ioo,8.090000
ioq,5.160000
iot,8.500000
inc,6.390000
inu,8.970000
imr,5.890000
imt,5.850000
imu,6.390000
imz,7.410000
ina,8.920000
inb,5.800000
inf,6.250000
inm,5.060000
inn,8.520000
inp,7.130000
ime,6.680000
iml,5.400000
ill,8.140000
ilr,8.000000
imf,9.030000
imh,9.450000
imm,6.480000
ilu,9.350000
ima,9.080000
img,6.120000
imi,8.870000
imk,9.650000
imn,8.650000
ikg,5.980000
iks,9.230000
iki,9.820000
ikk,9.040000
ikn,6.220000
iky,6.610000
ikp,5.680000
ikq,9.480000
ikt,8.030000
ikz,5.410000
ilk,5.140000
ijb,9.050000
ijl,9.790000
ijs,5.310000
iju,7.920000
ijz,9.410000
ijd,6.660000
ijm,7.450000
ikc,8.320000
ijj,6.330000
ijt,6.240000
ijy,8.500000
ikd,8.610000
iik,9.510000
ifn,9.170000
iia,5.780000
iii,7.490000
iim,7.030000
iin,6.310000
iit,5.950000
iiw,6.270000
iie,9.430000
iio,5.310000
iiv,7.800000
ihn,7.390000
igr,5.670000
ihd,8.460000
iht,8.480000
ihv,7.790000
igs,8.840000
iho,7.010000
igw,5.480000
ihh,6.680000
ifx,5.190000
iga,5.330000
igf,9.950000
ide,9.450000
ift,5.500000
ifv,9.910000
ifo,5.130000
ifr,8.620000
igb,8.070000
ign,8.610000
igp,5.890000
igq,6.470000
iej,9.630000
iek,7.830000
iem,7.730000
ien,9.980000
ieo,7.460000
iev,6.020000
ies,6.760000
iet,7.710000
iew,7.880000
ifa,7.310000
iey,9.840000
iff,8.940000
ife,8.330000
ifg,6.310000
ifh,5.620000
ifi,7.290000
ifj,7.440000
idg,6.470000
idh,5.810000
idk,8.820000
iea,6.050000
ief,5.350000
iav,9.890000
idf,9.900000
idl,7.750000
idr,8.060000
idm,8.600000
ied,5.480000
ibz,7.480000
ica,8.910000
icb,8.620000
